molecule_a,molecule_b,tanimoto,label_a,label_b,endpoint
FUWJHMHDKQKGCZ-UHFFFAOYSA-N,BVEQYIGPZVYYSV-UHFFFAOYSA-N,0.9473684210526315,0.0,1.0,herg_blockade
MDTAKMHHAHITNR-ONPYCXCXSA-N,CAGZIBHOJDZLGX-WUSDWFAZSA-N,0.92,0.0,1.0,herg_blockade
MDTAKMHHAHITNR-ONPYCXCXSA-N,SESNYPNPIJXNNP-DSYZROQBSA-N,0.8947368421052632,0.0,1.0,herg_blockade
WEEBXSDEOQNZPK-NLFFAJNJSA-N,FXIOLEMXUYMYEG-NLFFAJNJSA-N,0.9014084507042254,1.0,0.0,herg_blockade
YKCXEFNZNYQXHC-ZUKKLESISA-N,XYRCXXGEWXZMCD-NEEKEDPPSA-N,0.963855421686747,1.0,0.0,herg_blockade
VWVXJUWUORALDD-RMRAGHIBSA-N,BYGHXMKCHHHFAS-OKDHIVPSSA-N,0.8809523809523809,0.0,1.0,herg_blockade
OXZKVOKBUMLJAE-XDLFFZBGSA-N,MDTAKMHHAHITNR-RXUZIWOSSA-N,0.8607594936708861,1.0,0.0,herg_blockade
FYJDUABSMKOHTB-ZJGIAAPESA-N,LVPHHNAIQIAGFF-USOMCTOXSA-N,0.8813559322033898,0.0,1.0,herg_blockade
FMGHAHWYQIMECX-KDVJIWFNSA-N,ZHEWFNDKFYBUDO-SGUQQXKUSA-N,0.8571428571428571,0.0,1.0,herg_blockade
BMZVUMSBUURNOU-OAQYLSRUSA-N,HPUWDQDUZQWGIJ-HXUWFJFHSA-N,0.8648648648648649,0.0,1.0,herg_blockade
PTAZTAQXCREXPY-GOSISDBHSA-N,ADRZQEOBUFIYAZ-LJQANCHMSA-N,0.8958333333333334,1.0,0.0,herg_blockade
PBFIXCPNDGGMRZ-NZQKXSOJSA-N,JBNBAFROSOFGEI-XUZZJYLKSA-N,0.8536585365853658,1.0,0.0,herg_blockade
PBFIXCPNDGGMRZ-NZQKXSOJSA-N,SDDYPSFGXCNMIG-WIOPSUGQSA-N,0.8536585365853658,1.0,0.0,herg_blockade
GSASYNLMWPJCFM-VVOJOOEHSA-N,NMRHWRNUJPVSFE-LBZQVFOQSA-N,0.8813559322033898,0.0,1.0,herg_blockade
GSASYNLMWPJCFM-VVOJOOEHSA-N,VJYPOQFOBLLZGR-OQIWPSSASA-N,0.8524590163934426,0.0,1.0,herg_blockade
OJERHTYXNSEIQQ-UHFFFAOYSA-N,DNHRQMMBAAKVNY-UHFFFAOYSA-N,0.8591549295774648,0.0,1.0,herg_blockade
OUQIHZQQYQPARR-HNNXBMFYSA-N,FGTRDYXFZBKEJR-KRWDZBQOSA-N,0.9111111111111111,0.0,1.0,herg_blockade
HJBIOYGBCCKLGS-UHFFFAOYSA-N,ZJTOGZMETAQOQK-UHFFFAOYSA-N,0.8571428571428571,0.0,1.0,herg_blockade
NWYSTKOQSNEIDT-KHMDJKJYSA-N,QYZHZZJEYNWHAF-CZMKHNCBSA-N,0.8507462686567164,1.0,0.0,herg_blockade
NWYSTKOQSNEIDT-KHMDJKJYSA-N,RMJYPZJDYDKLTB-CZMKHNCBSA-N,0.9836065573770492,1.0,0.0,herg_blockade
JDTCZRQCZFSKET-SFTDATJTSA-N,QUWJHBYTQZGSSF-SFTDATJTSA-N,0.8533333333333334,0.0,1.0,herg_blockade
GXUZUPUMLJASRP-UHFFFAOYSA-N,GXUZUPUMLJASRP-AWEZNQCLSA-N,0.8714285714285714,0.0,1.0,herg_blockade
GXUZUPUMLJASRP-UHFFFAOYSA-N,LFHXTDBDALXSLW-UHFFFAOYSA-N,0.8714285714285714,0.0,1.0,herg_blockade
GXUZUPUMLJASRP-UHFFFAOYSA-N,GXUZUPUMLJASRP-CQSZACIVSA-N,0.8714285714285714,0.0,1.0,herg_blockade
GXUZUPUMLJASRP-UHFFFAOYSA-N,WQAXDVQHRBGDLA-UHFFFAOYSA-N,0.8857142857142857,0.0,1.0,herg_blockade
RZCZKNPTZMHVSH-UHFFFAOYSA-N,DVLXDPTZHLUZHB-UHFFFAOYSA-N,0.85,1.0,0.0,herg_blockade
LRKGQBKBMALHOE-RVWIWJKTSA-N,QAERCTROONLUNY-MOBUCQHHSA-N,0.8529411764705882,1.0,0.0,herg_blockade
IRJSIGMOOQZCQT-UHFFFAOYSA-N,WZZXJQIDLWOBDU-UHFFFAOYSA-N,0.9230769230769231,0.0,1.0,herg_blockade
HEGISDGTFVVWJL-SLQPCKNISA-N,WVALTFHONWMFMU-SLQPCKNISA-N,0.8933333333333333,0.0,1.0,herg_blockade
HEGISDGTFVVWJL-SLQPCKNISA-N,DUXSSERUGUNDBN-SLQPCKNISA-N,0.88,0.0,1.0,herg_blockade
PHTHSLUOTRLEHT-UHFFFAOYSA-N,JCVFLWGCPSULRX-UHFFFAOYSA-N,0.8833333333333333,0.0,1.0,herg_blockade
JCEIOJXARAMKNB-JZUMHQTLSA-N,ABOSMIZKCHEJEN-KIKDMBQDSA-N,0.8985507246376812,0.0,1.0,herg_blockade
JCEIOJXARAMKNB-JZUMHQTLSA-N,KPYWDUUGBKKBQA-JIWYJQEDSA-N,0.9014084507042254,0.0,1.0,herg_blockade
HDHCROHOBIWWHX-UHFFFAOYSA-N,CNPDKXJXYWCXRN-UHFFFAOYSA-N,0.8717948717948718,0.0,1.0,herg_blockade
HDHCROHOBIWWHX-UHFFFAOYSA-N,CQPCSTONSYLHIT-UHFFFAOYSA-N,0.8831168831168831,0.0,1.0,herg_blockade
FEIOPVQTLJUJBR-GOSISDBHSA-N,GJJRSPSNZFRQIQ-GOSISDBHSA-N,0.9452054794520548,1.0,0.0,herg_blockade
RKXDBMQRODRNSK-UHFFFAOYSA-N,NMGQVIBOWRVISE-UHFFFAOYSA-N,0.96,0.0,1.0,herg_blockade
ZHWCVAXYZZACNH-UHFFFAOYSA-N,DETZFOYSBMRQIB-UHFFFAOYSA-N,0.8596491228070176,1.0,0.0,herg_blockade
IFFOAHBQMKKYRJ-UHFFFAOYSA-N,AYRQXELKPRTSGD-UHFFFAOYSA-N,0.9642857142857143,1.0,0.0,herg_blockade
UDDLGZQDALRQID-UHFFFAOYSA-N,KAPZNJYOKZDXPF-UHFFFAOYSA-N,0.881578947368421,1.0,0.0,herg_blockade
UDDLGZQDALRQID-UHFFFAOYSA-N,VLBBPWTZWIHQLB-UHFFFAOYSA-N,0.8701298701298701,1.0,0.0,herg_blockade
UDDLGZQDALRQID-UHFFFAOYSA-N,DACGAATZKIWONI-UHFFFAOYSA-N,0.88,1.0,0.0,herg_blockade
ITCCUUDZMVHYGN-CPJSRVTESA-N,ITCCUUDZMVHYGN-KUXBLMNESA-N,0.875,0.0,1.0,herg_blockade
VFWIKSAVDMFGRU-UHFFFAOYSA-N,SQYAUXNWQOZSIY-UHFFFAOYSA-N,0.8533333333333334,1.0,0.0,herg_blockade
DORMVCLDXDMKMM-YSOHJTORSA-N,DORMVCLDXDMKMM-UHFFFAOYSA-N,0.8571428571428571,0.0,1.0,herg_blockade
RQCXDPJNIVTCJD-AWEZNQCLSA-N,ABYFXYVIEFXQPH-HNNXBMFYSA-N,0.9761904761904762,0.0,1.0,herg_blockade
DCLRBWCBZZADCC-VQTJNVASSA-N,DZMJATAIFBTELK-LEWJYISDSA-N,0.9622641509433962,0.0,1.0,herg_blockade
OSEQHUYSRMIQBM-AUSIDOKSSA-N,CGDYLVJZINGUBY-DYESRHJHSA-N,0.8505747126436781,1.0,0.0,herg_blockade
DNXMXCCCVCPJES-UHFFFAOYSA-N,CBXDCFAKWOJLIL-UHFFFAOYSA-N,0.9444444444444444,0.0,1.0,herg_blockade
DNXMXCCCVCPJES-UHFFFAOYSA-N,VTYNAGSOHIRPRR-UHFFFAOYSA-N,0.9622641509433962,0.0,1.0,herg_blockade
USPFJPDEADLGIG-QHCPKHFHSA-N,OBXLXUGOZZWQOW-DEOSSOPVSA-N,0.8888888888888888,0.0,1.0,herg_blockade
RGIPZCBZGRZGDB-UHFFFAOYSA-N,XCYCRDIMKXBEOA-UHFFFAOYSA-N,0.875,0.0,1.0,herg_blockade
LRUHRKCZDOABCX-MEIHLTSWSA-N,NIYZRKBUYQUHIE-OVXWJCGASA-N,0.9193548387096774,1.0,0.0,herg_blockade
VLCYASXBDSCXJI-UHFFFAOYSA-N,ABYFXYVIEFXQPH-UHFFFAOYSA-N,0.9512195121951219,0.0,1.0,herg_blockade
UCMNIYFDRVBMFV-UHFFFAOYSA-N,OINCQRGOMJVZHD-UHFFFAOYSA-N,0.9047619047619048,1.0,0.0,herg_blockade
LDCYXCYVKCIBDF-UHFFFAOYSA-N,LKKIXTRVSFNACN-UHFFFAOYSA-N,0.8536585365853658,1.0,0.0,herg_blockade
LDCYXCYVKCIBDF-UHFFFAOYSA-N,GBJOVRXLTKZGFS-UHFFFAOYSA-N,0.8536585365853658,1.0,0.0,herg_blockade
OKIOQHRDFOXEBF-DZCCDHAISA-N,DBVZZXXHSUGYMD-DZCCDHAISA-N,0.8507462686567164,0.0,1.0,herg_blockade
BUMHWUDGGPIPAG-IYVRIMFBSA-N,BUMHWUDGGPIPAG-YLCJPNJKSA-N,1.0,0.0,1.0,herg_blockade
GRPWVPMQIZXAHG-UHFFFAOYSA-N,VJIOWLHENKXJHM-UHFFFAOYSA-N,0.8888888888888888,0.0,1.0,herg_blockade
IEHPGROMDBPGLH-VWNXMTODSA-N,UMQZMTNEQMDJIG-NOZRDPDXSA-N,0.8591549295774648,0.0,1.0,herg_blockade
IEHPGROMDBPGLH-VWNXMTODSA-N,LKTNMPJKOYDWSA-NOZRDPDXSA-N,0.8767123287671232,0.0,1.0,herg_blockade
AUVVAXYIELKVAI-TXQMCKRASA-N,DTGZHCFJNDAHEN-FGFCVDQNSA-N,0.8909090909090909,0.0,1.0,herg_blockade
DTOUXAJRWSSJFK-QFQXNSOFSA-N,BOKJQWGRYGDLOQ-KBMIEXCESA-N,0.8533333333333334,1.0,0.0,herg_blockade
WYFUMSGPZNMEEQ-UHFFFAOYSA-N,YJQKVKQPRXATHT-UHFFFAOYSA-N,0.864406779661017,1.0,0.0,herg_blockade
WYFUMSGPZNMEEQ-UHFFFAOYSA-N,VISZXWKIWZTHGH-UHFFFAOYSA-N,0.8596491228070176,1.0,0.0,herg_blockade
DGQYAOWRSYHPCE-ZXPTYKNPSA-N,FPPIDMVDDSIXTQ-ZXPTYKNPSA-N,0.8933333333333333,0.0,1.0,herg_blockade
QTMPSRZWDIYDSN-UHFFFAOYSA-N,NPRCCHHCCYENNI-UHFFFAOYSA-N,0.8648648648648649,1.0,0.0,herg_blockade
IIYJKDRXCXLZDR-GJZGRUSLSA-N,KVRFATCLIRGVFB-GJZGRUSLSA-N,0.851063829787234,1.0,0.0,herg_blockade
RYSJYSNSALLKRM-UHFFFAOYSA-N,RBHXOMJETACHEF-MRXNPFEDSA-N,0.8783783783783784,1.0,0.0,herg_blockade
RYSJYSNSALLKRM-UHFFFAOYSA-N,RYSJYSNSALLKRM-MRXNPFEDSA-N,0.9166666666666666,1.0,0.0,herg_blockade
MQLLLGDBYOEXHC-UHFFFAOYSA-N,AWXQYTLSBPWDMJ-UHFFFAOYSA-N,0.8651685393258427,1.0,0.0,herg_blockade
MQLLLGDBYOEXHC-UHFFFAOYSA-N,ROPDYPBDQPZLDA-UHFFFAOYSA-N,0.9090909090909091,1.0,0.0,herg_blockade
FBMJGDCKBKUMJF-UHFFFAOYSA-N,SRABOMKMQRYXIK-UHFFFAOYSA-N,0.8714285714285714,0.0,1.0,herg_blockade
PAACWBZGPIQJEP-UHFFFAOYSA-N,WILIBJHNOGVKBM-UHFFFAOYSA-N,0.9622641509433962,1.0,0.0,herg_blockade
BKMZXLKUUMOTKA-XMMPIXPASA-N,BKMZXLKUUMOTKA-UHFFFAOYSA-N,0.873015873015873,1.0,0.0,herg_blockade
VWVXJUWUORALDD-KJCODNFBSA-N,BYGHXMKCHHHFAS-FZKFUBHISA-N,0.8809523809523809,0.0,1.0,herg_blockade
VWVXJUWUORALDD-KJCODNFBSA-N,ICFBKVPIXDVRSY-VZQWUQQYSA-N,0.8571428571428571,0.0,1.0,herg_blockade
TYYSIBSRZTXCNR-UHFFFAOYSA-N,KWADIVBHEIDOTO-UHFFFAOYSA-N,0.9090909090909091,1.0,0.0,herg_blockade
TYYSIBSRZTXCNR-UHFFFAOYSA-N,CITXEDFEYAKZMY-UHFFFAOYSA-N,0.8823529411764706,1.0,0.0,herg_blockade
UYULRDAPYWFIRZ-SJHOIFEDSA-N,PIBCEYLKROLZIT-SJHOIFEDSA-N,0.875,1.0,0.0,herg_blockade
LLXDSNCKQBRHMZ-INIZCTEOSA-N,FGTRDYXFZBKEJR-KRWDZBQOSA-N,0.9555555555555556,0.0,1.0,herg_blockade
USOQNEJBIDGMCF-UHFFFAOYSA-N,GXILWBIQFGWJQN-UHFFFAOYSA-N,0.9803921568627451,1.0,0.0,herg_blockade
JXNOGBVEQNMHDF-UHFFFAOYSA-N,QDRMTYQLXZSORG-UHFFFAOYSA-N,0.8983050847457628,1.0,0.0,herg_blockade
AYZQTNVKDVUKMD-UHFFFAOYSA-N,JJAGNYYMNCBVTP-UHFFFAOYSA-N,0.8705882352941177,1.0,0.0,herg_blockade
VFEUENDJIZXPKO-KIKDMBQDSA-N,ABOSMIZKCHEJEN-KIKDMBQDSA-N,0.9130434782608695,0.0,1.0,herg_blockade
YXGMOLUCRGSUHF-PMERELPUSA-N,BOZHYJXZRTYKQA-NDEPHWFRSA-N,0.8548387096774194,0.0,1.0,herg_blockade
WWWDSUPUGKTUBA-KAYWLYCHSA-N,YELXQLUATCAJLB-CLJLJLNGSA-N,0.8767123287671232,1.0,0.0,herg_blockade
RKFIEBSNVSQAJU-UHFFFAOYSA-N,CWFOLRQKSIYWTE-UHFFFAOYSA-N,0.8571428571428571,1.0,0.0,herg_blockade
YLFDDYWNYJPIAU-UHFFFAOYSA-N,OXWANDFSWNCOLM-UHFFFAOYSA-N,0.8703703703703703,1.0,0.0,herg_blockade
JQPRDWQRAAFLTI-RZJLRSEESA-N,IIVZUBFHVGRROU-PBWYZZMHSA-N,0.8947368421052632,1.0,0.0,herg_blockade
UYLPCDWAUMDYPN-UHFFFAOYSA-N,RHHOWYRSSYGDGJ-UHFFFAOYSA-N,0.9411764705882353,1.0,0.0,herg_blockade
UYLPCDWAUMDYPN-UHFFFAOYSA-N,VKZPUEKTTUNOAC-UHFFFAOYSA-N,0.9038461538461539,1.0,0.0,herg_blockade
UYLPCDWAUMDYPN-UHFFFAOYSA-N,MZKSYKHOPQGDOT-UHFFFAOYSA-N,0.8846153846153846,1.0,0.0,herg_blockade
WPLZJOHYEBBPRT-UHFFFAOYSA-N,GHXYRZWZQQDKIT-UHFFFAOYSA-N,0.9047619047619048,0.0,1.0,herg_blockade
WNZKLSJSPOZSAM-LJQANCHMSA-N,WNZKLSJSPOZSAM-IBGZPJMESA-N,0.873015873015873,1.0,0.0,herg_blockade
JEEQEUWCFNPVRU-LJQANCHMSA-N,AOXSXQRGGNJIMQ-QGZVFWFLSA-N,0.8831168831168831,0.0,1.0,herg_blockade
GTHLYJPWZLZDPE-UHFFFAOYSA-N,KYAYMWOIEPKLAS-UHFFFAOYSA-N,0.9482758620689655,1.0,0.0,herg_blockade
GTHLYJPWZLZDPE-UHFFFAOYSA-N,BZCRYUMMFUBHKD-UHFFFAOYSA-N,0.8571428571428571,1.0,0.0,herg_blockade
GTHLYJPWZLZDPE-UHFFFAOYSA-N,ZLBWTGJVWXPRFH-UHFFFAOYSA-N,0.8524590163934426,1.0,0.0,herg_blockade
GTHLYJPWZLZDPE-UHFFFAOYSA-N,MUIPFQAYLPYEPC-UHFFFAOYSA-N,0.8524590163934426,1.0,0.0,herg_blockade
HPUWDQDUZQWGIJ-FQEVSTJZSA-N,BMZVUMSBUURNOU-NRFANRHFSA-N,0.8648648648648649,1.0,0.0,herg_blockade
OWUIQMLTTIDFOA-UHFFFAOYSA-N,DBNJNPPSWNADBP-UHFFFAOYSA-N,0.8571428571428571,0.0,1.0,herg_blockade
XGYYVDZJWSDWDE-UHFFFAOYSA-N,XGYYVDZJWSDWDE-IBGZPJMESA-N,0.8507462686567164,1.0,0.0,herg_blockade
MXIVVCAWALSKFR-KRWDZBQOSA-N,MXIVVCAWALSKFR-QGZVFWFLSA-N,0.8596491228070176,1.0,0.0,herg_blockade
LLGOZDNWSZVDOK-UHFFFAOYSA-N,RZVMBDPRBHKUAY-UHFFFAOYSA-N,0.8529411764705882,0.0,1.0,herg_blockade
MXIVVCAWALSKFR-QGZVFWFLSA-N,MXIVVCAWALSKFR-UHFFFAOYSA-N,0.8596491228070176,0.0,1.0,herg_blockade
QEQQBHZIYAODLH-UHFFFAOYSA-N,IOZOVXCLYGPBKD-UHFFFAOYSA-N,0.9423076923076923,1.0,0.0,herg_blockade
PBVKGEMPZBKZOA-UHFFFAOYSA-N,RBSPCALDSNXWEP-UHFFFAOYSA-N,0.8604651162790697,1.0,0.0,herg_blockade
DLKLSEQEOIJHQF-UHFFFAOYSA-N,DGKDQGNOYZSJDK-UHFFFAOYSA-N,0.8648648648648649,1.0,0.0,herg_blockade
YJNORDWQAVLCQD-UHFFFAOYSA-N,AMGBGCLXZDYDOH-UHFFFAOYSA-N,0.8611111111111112,0.0,1.0,herg_blockade
WWVJRMAALORPGL-UHFFFAOYSA-N,JQDAUNBCJAOYGF-UHFFFAOYSA-N,0.8701298701298701,1.0,0.0,herg_blockade
IZOGIEBLWOHFCN-QYGIXFTLSA-N,IIVZUBFHVGRROU-KUYURNMDSA-N,0.92,1.0,0.0,herg_blockade
WHGOLOJWJWTKAV-UHFFFAOYSA-N,BTUWHHFNOHVCMQ-UHFFFAOYSA-N,0.8591549295774648,0.0,1.0,herg_blockade
DLZARUDZVNDGHQ-UHFFFAOYSA-N,NZHBOZROXDLINW-UHFFFAOYSA-N,0.875,1.0,0.0,herg_blockade
UJDYUOWUTALBPP-VWLOTQADSA-N,HLXZPGHNFUSVMT-SANMLTNESA-N,0.8548387096774194,1.0,0.0,herg_blockade
NEEISBJRSKJUGD-UHFFFAOYSA-N,QFYMDUCDSOJYQL-UHFFFAOYSA-N,0.9791666666666666,1.0,0.0,herg_blockade
JOAYEJZDGOLEDZ-QGZVFWFLSA-N,JOAYEJZDGOLEDZ-KRWDZBQOSA-N,0.8787878787878788,0.0,1.0,herg_blockade
LLXDSNCKQBRHMZ-UHFFFAOYSA-N,FGTRDYXFZBKEJR-UHFFFAOYSA-N,0.9555555555555556,0.0,1.0,herg_blockade
KYAYMWOIEPKLAS-UHFFFAOYSA-N,RVBJTTMGDQOZRW-UHFFFAOYSA-N,0.9482758620689655,0.0,1.0,herg_blockade
KYAYMWOIEPKLAS-UHFFFAOYSA-N,BVEQYIGPZVYYSV-UHFFFAOYSA-N,0.9310344827586207,0.0,1.0,herg_blockade
RZRAMVRYNHVTFQ-LJQANCHMSA-N,RZRAMVRYNHVTFQ-UHFFFAOYSA-N,0.8873239436619719,0.0,1.0,herg_blockade
ZFUZSVJLUSECGZ-UHFFFAOYSA-N,JWCUKLIKGBNEKA-WOEOTAOXSA-N,0.8607594936708861,1.0,0.0,herg_blockade
DDGUECXQOLRLTK-UHFFFAOYSA-N,IUHQCBLXDNGGHW-UHFFFAOYSA-N,0.8658536585365854,1.0,0.0,herg_blockade
DDGUECXQOLRLTK-UHFFFAOYSA-N,LLQTWPUPOTXGPN-UHFFFAOYSA-N,0.8554216867469879,1.0,0.0,herg_blockade
DDGUECXQOLRLTK-UHFFFAOYSA-N,SZLKARMZUAFJQJ-UHFFFAOYSA-N,0.8734177215189873,1.0,0.0,herg_blockade
DDGUECXQOLRLTK-UHFFFAOYSA-N,LEILKPWPQRGPQQ-UHFFFAOYSA-N,0.8518518518518519,1.0,0.0,herg_blockade
OTJQQIAODOJEAU-QHCPKHFHSA-N,GYCSEJAVIJOJHF-NRFANRHFSA-N,0.8939393939393939,1.0,0.0,herg_blockade
HUZRXZVIBUNCKL-UHFFFAOYSA-N,FONBZQATAUXFLY-UHFFFAOYSA-N,0.8676470588235294,0.0,1.0,herg_blockade
CEGMRCDIICJVRP-UHFFFAOYSA-N,IBHNEKVLDKCEQY-UHFFFAOYSA-N,0.9384615384615385,1.0,0.0,herg_blockade
BYKYPZBCMBEEGU-UHFFFAOYSA-N,BYKYPZBCMBEEGU-MRXNPFEDSA-N,0.8571428571428571,0.0,1.0,herg_blockade
IUHQCBLXDNGGHW-UHFFFAOYSA-N,UZTUCRSUEBSPQL-UHFFFAOYSA-N,0.8536585365853658,0.0,1.0,herg_blockade
IUHQCBLXDNGGHW-UHFFFAOYSA-N,GXTVQPOIAIZQBV-UHFFFAOYSA-N,0.8554216867469879,0.0,1.0,herg_blockade
IUHQCBLXDNGGHW-UHFFFAOYSA-N,AUMKIRNMXZPPIG-UHFFFAOYSA-N,0.8505747126436781,0.0,1.0,herg_blockade
AGTGRRLYPSCMPU-UHFFFAOYSA-N,FGJFPWDOUNOKFZ-UHFFFAOYSA-N,0.8615384615384616,1.0,0.0,herg_blockade
CHZHWZAKWGFQNL-DEOSSOPVSA-N,LEHZUIOYZVNHKP-QHCPKHFHSA-N,0.8620689655172413,1.0,0.0,herg_blockade
AWVSZEIDIPLFFV-LEFKNYOOSA-N,IIVZUBFHVGRROU-KUYURNMDSA-N,0.85,1.0,0.0,herg_blockade
KFSKTWYDIHJITF-UHFFFAOYSA-N,BUPRVECGWBHCQV-UHFFFAOYSA-N,0.9090909090909091,1.0,0.0,herg_blockade
DCLRBWCBZZADCC-UHFFFAOYSA-N,DZMJATAIFBTELK-UHFFFAOYSA-N,0.9622641509433962,0.0,1.0,herg_blockade
XNXUDGXKTVZKLB-GOSISDBHSA-N,XNXUDGXKTVZKLB-SFHVURJKSA-N,0.8787878787878788,1.0,0.0,herg_blockade
GYCSEJAVIJOJHF-NRFANRHFSA-N,BNUMSXVKMRFWBM-QFIPXVFZSA-N,0.9242424242424242,0.0,1.0,herg_blockade
LGSLBZUSMUWDMR-UHFFFAOYSA-N,SBFPCZNJFKYNLE-UHFFFAOYSA-N,0.8695652173913043,0.0,1.0,herg_blockade
BFIAPIAYPVHYPQ-UHFFFAOYSA-N,BVMLPMCCWDUGDH-UHFFFAOYSA-N,0.8970588235294118,1.0,0.0,herg_blockade
AQNRVBHBIZRPCK-UHFFFAOYSA-N,SUVHWQGAOXKZCQ-UHFFFAOYSA-N,0.8615384615384616,0.0,1.0,herg_blockade
FPPIDMVDDSIXTQ-GKPLWNPISA-N,DGQYAOWRSYHPCE-GKPLWNPISA-N,0.8918918918918919,1.0,0.0,herg_blockade
HRXSTBZYYQOBSY-UHFFFAOYSA-N,BYFSZZCFOSXKJG-UHFFFAOYSA-N,0.9107142857142857,0.0,1.0,herg_blockade
VWRLHSUMSWLCDO-UHFFFAOYSA-N,AMGBGCLXZDYDOH-UHFFFAOYSA-N,0.9420289855072463,0.0,1.0,herg_blockade
FASYULODQUSDTP-IBGZPJMESA-N,KWDNLKOOOJDQNA-SFHVURJKSA-N,0.8513513513513513,0.0,1.0,herg_blockade
JLXLGAWMGQDXPH-INIZCTEOSA-N,NPIKEZWFBYZTMG-KRWDZBQOSA-N,0.8529411764705882,1.0,0.0,herg_blockade
UTCMKQSVFASCHU-UHFFFAOYSA-N,XJNWVZSDYXIIEY-UHFFFAOYSA-N,0.9629629629629629,0.0,1.0,herg_blockade
RBHXOMJETACHEF-MRXNPFEDSA-N,RYSJYSNSALLKRM-INIZCTEOSA-N,0.9041095890410958,0.0,1.0,herg_blockade
RBHXOMJETACHEF-MRXNPFEDSA-N,RBHXOMJETACHEF-INIZCTEOSA-N,0.9178082191780822,0.0,1.0,herg_blockade
RBHXOMJETACHEF-MRXNPFEDSA-N,RBHXOMJETACHEF-UHFFFAOYSA-N,0.9178082191780822,0.0,1.0,herg_blockade
ZBHXNYOFQHFHLL-XUTJKUGGSA-N,AEHATJSZWAWZQR-GRGXKFILSA-N,0.8783783783783784,0.0,1.0,herg_blockade
APTNUAHTAUPJSF-SSEXGKCCSA-N,CUHPXYVMUDWNGU-SSEXGKCCSA-N,0.8985507246376812,1.0,0.0,herg_blockade
AKRVYESJGFQGPJ-UHFFFAOYSA-N,QCVHQBKSBJJNID-UHFFFAOYSA-N,0.8833333333333333,0.0,1.0,herg_blockade
PUZGAVBRJNMHLD-XUEBXJBISA-N,LVPHHNAIQIAGFF-USOMCTOXSA-N,0.8548387096774194,0.0,1.0,herg_blockade
PSEZNNGURCJZNE-UHFFFAOYSA-N,QCVHQBKSBJJNID-UHFFFAOYSA-N,0.8548387096774194,0.0,1.0,herg_blockade
FQYRWJAMMHBDPI-RGODFAACSA-N,BZRMQTCHVBQLNU-PIRIWWGTSA-N,0.8533333333333334,0.0,1.0,herg_blockade
RNLCVRMGBOBJPI-WZDPVOGJSA-N,RNLCVRMGBOBJPI-RCSZBHJWSA-N,0.8518518518518519,0.0,1.0,herg_blockade
LDTUIPCDYVXKIB-RZJLRSEESA-N,IIVZUBFHVGRROU-PBWYZZMHSA-N,0.8607594936708861,1.0,0.0,herg_blockade
LLQTWPUPOTXGPN-UHFFFAOYSA-N,GXTVQPOIAIZQBV-UHFFFAOYSA-N,0.8674698795180723,0.0,1.0,herg_blockade
LLQTWPUPOTXGPN-UHFFFAOYSA-N,PPLZYPDLRUCVGQ-UHFFFAOYSA-N,0.8554216867469879,0.0,1.0,herg_blockade
LLQTWPUPOTXGPN-UHFFFAOYSA-N,FBXMQLGXPQSALD-UHFFFAOYSA-N,0.8823529411764706,0.0,1.0,herg_blockade
LLQTWPUPOTXGPN-UHFFFAOYSA-N,ATODYUVMSIEGRJ-UHFFFAOYSA-N,0.8571428571428571,0.0,1.0,herg_blockade
NXZNYBUBXWWKCP-DNRQZRRGSA-N,GBHFJHHZNPQVSF-XLGIIRLISA-N,0.881578947368421,0.0,1.0,herg_blockade
LJDGRKMMCUOYAA-UHFFFAOYSA-N,JCVFLWGCPSULRX-UHFFFAOYSA-N,0.9137931034482759,0.0,1.0,herg_blockade
VRRBZWNVOSJGLI-JOCHJYFZSA-N,CHOXZXLXXUVMGG-OAQYLSRUSA-N,0.8734177215189873,1.0,0.0,herg_blockade
BFOAUCMLYYUSJH-UHFFFAOYSA-N,RCYHOLUDUHCVPD-UHFFFAOYSA-N,0.9117647058823529,0.0,1.0,herg_blockade
DNHRQMMBAAKVNY-FIRIVFDPSA-N,OJERHTYXNSEIQQ-LOYHVIPDSA-N,0.8611111111111112,1.0,0.0,herg_blockade
FGTRDYXFZBKEJR-UHFFFAOYSA-N,OUQIHZQQYQPARR-UHFFFAOYSA-N,0.9111111111111111,1.0,0.0,herg_blockade
ABYFXYVIEFXQPH-UHFFFAOYSA-N,RQCXDPJNIVTCJD-UHFFFAOYSA-N,0.975609756097561,1.0,0.0,herg_blockade
UBWGLLJSEKEDSU-NRFANRHFSA-N,HXZFVRVFLVJAIU-FQEVSTJZSA-N,0.9032258064516129,0.0,1.0,herg_blockade
BUQRHLHTJDMDCG-ZJSXRUAMSA-N,WRYOBZALXNKUCQ-ZJSXRUAMSA-N,0.8695652173913043,0.0,1.0,herg_blockade
OLUONKODHNDKJM-HQRWHSCBSA-N,IIVZUBFHVGRROU-KUYURNMDSA-N,0.8717948717948718,1.0,0.0,herg_blockade
NLLYXEPGGVAVHY-INIZCTEOSA-N,BEZZRZYETXKPJS-HNNXBMFYSA-N,0.855072463768116,0.0,1.0,herg_blockade
ZJCWMJGOWBGMOH-CQSZACIVSA-N,MQKKAQLHMBBFHM-CQSZACIVSA-N,0.8615384615384616,0.0,1.0,herg_blockade
