endpoint,scaffold,records,positives,prevalence
SR-ATAD5,O=C1NS(=O)(=O)Nc2ccccc21,1,0,0.0
SR-ATAD5,O=C1NS(=O)(=O)c2ccccc21,1,0,0.0
SR-ATAD5,O=C1Nc2cc(CNC3CCCNC3c3ccccc3)ccc2C2CC12,1,0,
SR-ATAD5,O=C1Nc2ccccc2C(C#CC2CC2)O1,1,0,0.0
SR-ATAD5,O=C1Nc2ccccc2C1=CC1=CCC=N1,1,0,
SR-ATAD5,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,1,0,0.0
SR-ATAD5,O=C1Nc2ccccc2C1C(=O)c1cccs1,1,0,0.0
SR-ATAD5,O=C1Nc2ccccc2CCC1NCCCc1ccccc1,1,0,
SR-ATAD5,O=C1Nc2ccccc2CO1,1,0,
SR-ATAD5,O=C1Nc2ccccc2N(C(=O)CN2CCNCC2)c2cscc21,1,0,0.0
SR-ATAD5,O=C1Nc2ccccc2Nc2ccccc21,1,0,0.0
SR-ATAD5,O=C1Nc2ccccc2OC1(c1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=C1Nc2ccccc2Oc2ccccc21,1,0,
SR-ATAD5,O=C1Nc2cccnc2N(C(=O)CN2CCCCC2)c2ccccc21,1,0,0.0
SR-ATAD5,O=C1Nc2cccnc2N(C(=O)CN2CCNCC2)c2ccccc21,1,0,0.0
SR-ATAD5,O=C1Nc2cccnc2N(C2CC2)c2ncccc21,1,0,0.0
SR-ATAD5,O=C1Nc2nc(Nc3ccc4c(c3)OCCO4)ncc2CN1c1ccccc1,1,0,
SR-ATAD5,O=C1OC(=O)C2C3CCC(O3)C12,1,1,1.0
SR-ATAD5,O=C1OC(=O)C2CC=CCC12,1,0,0.0
SR-ATAD5,O=C1OC(=O)C2CCCC=C12,1,0,0.0
SR-ATAD5,O=C1OC(=O)C2CCCCC12,1,0,0.0
SR-ATAD5,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,1,0,0.0
SR-ATAD5,O=C1OC(=O)c2cc(Oc3ccc(Cc4ccc(Oc5ccc6c(c5)C(=O)OC6=O)cc4)cc3)ccc21,1,0,0.0
SR-ATAD5,O=C1OC(=O)c2cccc3cccc1c23,1,0,0.0
SR-ATAD5,O=C1OC(CCc2ccccc2)CC=C1Cc1cccc(NS(=O)(=O)c2ccccn2)c1,1,0,0.0
SR-ATAD5,O=C1OC(CCc2ccccc2)CC=C1Sc1ccccc1,1,0,0.0
SR-ATAD5,O=C1OC(CN2CCOCC2)CN1N=Cc1ccco1,1,0,0.0
SR-ATAD5,O=C1OC(OC(=O)c2cccnc2Nc2ccccc2)c2ccccc21,1,0,0.0
SR-ATAD5,O=C1OC(c2ccc(Oc3ccccc3)cc2)C(=O)N1Nc1ccccc1,1,0,0.0
SR-ATAD5,O=C1OC(c2ccccc2)CN1CCCN1CCCCCC1,1,0,
SR-ATAD5,O=C1OC2(C=C1c1ccccc1)CCCC2,1,0,0.0
SR-ATAD5,O=C1OC2(C=C1c1ccccc1)CCCCC2,1,0,0.0
SR-ATAD5,O=C1OC2(CCN1CC1CCOCC1)CCN(C1CCN(C(=O)c3cncnc3)CC1)CC2,1,0,0.0
SR-ATAD5,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(C=CCC(C3CCCCC3)O1)C2,1,0,
SR-ATAD5,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2,1,0,
SR-ATAD5,O=C1OC2CC(CC=CCCC=CC=C3COC4CC=CC1C34)OC1(CCCCO1)C2,1,0,
SR-ATAD5,O=C1OC2CC1C1CC3OC34C(=O)OC2C14,1,0,0.0
SR-ATAD5,O=C1OC2CCCOC2c2ccccc21,1,0,0.0
SR-ATAD5,O=C1OCC(Cc2ccccc2)C1Cc1ccccc1,1,0,0.0
SR-ATAD5,O=C1OCC(c2ccccc2)=C1c1ccccc1,1,0,0.0
SR-ATAD5,O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,1,0,0.0
SR-ATAD5,O=C1OCC2c3c(ccc4c3OCO4)C(SCC13NCCc1ccccc13)C1C3NC(Cc4ccccc43)CN21,1,0,0.0
SR-ATAD5,O=C1OCCC(=CNCc2cncnc2)S1,1,0,
SR-ATAD5,O=C1OCCCCCCCCCCc2ccccc21,1,0,0.0
SR-ATAD5,O=C1OCCN1N=Cc1ccco1,1,0,0.0
SR-ATAD5,O=C1OCCN1Nc1ccccc1,1,0,0.0
SR-ATAD5,O=C1OCCN1c1ccc(N2CCOCC2)cc1,1,0,0.0
SR-ATAD5,O=C1OCc2ccccc21,1,0,0.0
SR-ATAD5,O=C1O[Sb]2OCC3O[Sb](OCC1O2)OC3=O,1,0,0.0
SR-ATAD5,O=C1SCCC1=CC1CC1C(=O)OCc1coc(Cc2ccccc2)c1,1,0,0.0
SR-ATAD5,O=C1c2c([nH]c3ccccc23)CCC1Cn1ccnc1,1,0,0.0
SR-ATAD5,O=C1c2c([nH]c3ccccc23)CCN1Cc1cnc[nH]1,1,0,0.0
SR-ATAD5,O=C1c2cc[nH]c2CCC1CN1CCOCC1,1,0,0.0
SR-ATAD5,O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,1,0,0.0
SR-ATAD5,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,1,0,0.0
SR-ATAD5,O=C1c2ccccc2-c2n[nH]c3cccc1c23,1,0,0.0
SR-ATAD5,O=C1c2ccccc2-n2cncc2C2CCCN12,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C(=O)N1CCc1noc(-c2ccc(CN3CCCCCC3)s2)n1,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C(=O)N1SC1CCCCC1,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C(=O)N1c1ccccc1,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C(=O)c2cc(C3CCCCO3)ccc21,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CC(N2CCOCC2)CCO1,1,0,
SR-ATAD5,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCC(OC2CCCCO2)CO1,1,0,
SR-ATAD5,O=C1c2ccccc2C(C2CCCCO2)c2ccccc21,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C(C2c3ccccc3C(=O)c3c(OC4CCCCO4)cccc32)c2cccc(OC3CCCCO3)c21,1,0,0.0
SR-ATAD5,O=C1c2ccccc2C2=Nc3ccccc3CN12,1,0,
SR-ATAD5,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,1,0,0.0
SR-ATAD5,O=C1c2ccccc2CCc2ccccc21,1,0,0.0
SR-ATAD5,O=C1c2ccccc2CN1C1CCCCC1,1,0,
SR-ATAD5,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,1,0,0.0
SR-ATAD5,O=C1c2ccccc2COc2ccccc21,1,0,
SR-ATAD5,O=C1c2ccccc2NCN1c1ccccc1,1,0,0.0
SR-ATAD5,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,1,0,0.0
SR-ATAD5,O=C1c2ccccc2S(=O)(=O)N1COc1cc(=O)n2cccc(OCCN3CCCCC3)c2n1,1,0,0.0
SR-ATAD5,O=P(N1CC1)(N1CC1)N1CC1,1,0,0.0
SR-ATAD5,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1,1,0,0.0
SR-ATAD5,O=S(=O)(Cc1ccccc1)c1ccccc1N1CCC(c2ccccc2)CC1,1,0,0.0
SR-ATAD5,O=S(=O)(NC1CCCC1)c1ccc(Oc2ccccc2)cc1,1,0,0.0
SR-ATAD5,O=S(=O)(NC1CCOCC1)c1ccc(Oc2ccccc2)cc1,1,0,0.0
SR-ATAD5,O=S(=O)(NC1CCc2[nH]c3ccccc3c2C1)c1ccccc1,1,0,
SR-ATAD5,O=S(=O)(NCC1CCCO1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(NCCNS(=O)(=O)c1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(NCC[n+]1ccccc1)c1ccccc1N=Nc1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(NCCc1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(NCCc1cccs1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(NCc1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1ccccc1)c1nc2ncccn2n1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1ccccn1)c1ccc(N=Nc2ccccc2)cc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1ccccn1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1cnc2ccccc2n1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1cnccn1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1nc(-c2ncccn2)ncc1Oc1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Nc1nc2ccncn2n1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(Oc1ccc(N=Nc2ccc(-c3ccc(N=Nc4cccc5ccccc45)cc3)cc2)cc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1,0,0.0
SR-ATAD5,O=S1(=O)C=CS(=O)(=O)CC1,1,0,0.0
SR-ATAD5,O=S1(=O)CC=CC1,1,0,0.0
SR-ATAD5,O=S1(=O)CCCCN1c1ccccc1,1,0,
SR-ATAD5,O=S1(=O)CCCO1,1,0,0.0
SR-ATAD5,O=S1(=O)CCCc2ccccc21,1,0,0.0
SR-ATAD5,O=S1(=O)CCN(N=Cc2ccco2)CC1,1,0,0.0
SR-ATAD5,O=S1(=O)NC(C2CC3C=CC2C3)Nc2ccccc21,1,0,0.0
SR-ATAD5,O=S1(=O)NC(CC2CCCC2)Nc2ccccc21,1,0,0.0
SR-ATAD5,O=S1(=O)NC(CSCc2ccccc2)=Nc2ccccc21,1,0,0.0
SR-ATAD5,O=S1(=O)NCCc2ccsc21,1,0,0.0
SR-ATAD5,O=S1(=O)OCC2C3C=CC(C3)C2CO1,1,0,0.0
SR-ATAD5,O=S1(=O)OCCO1,1,0,0.0
SR-ATAD5,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccccc2)CC1,1,0,0.0
SR-ATAD5,O=S1(=O)c2ccccc2C(c2ccc3c(c2)OCO3)=CN1c1ccccc1,1,0,0.0
SR-ATAD5,O=S1(=O)c2ccccc2Nc2ccccc21,1,0,0.0
SR-ATAD5,O=S1OCCO1,1,0,0.0
SR-ATAD5,O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OCC1CCC([n+]2ccccc2)O1,1,0,0.0
SR-ATAD5,O=[PH](OCc1ccccc1)OCc1ccccc1,1,0,0.0
SR-ATAD5,O=[PH](Sc1ccccc1)Sc1ccccc1,1,0,0.0
SR-ATAD5,O=[PH](c1ccccc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,0.0
SR-ATAD5,O=c1[nH][nH]c(=O)c2ccccc12,1,0,0.0
SR-ATAD5,O=c1[nH][nH]c2ccccc12,1,0,0.0
SR-ATAD5,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn(Cc3ccccn3)nc12,1,0,0.0
SR-ATAD5,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,1,0,0.0
SR-ATAD5,O=c1[nH]c(-c2ccccc2)nc2[nH]nnc12,1,0,0.0
SR-ATAD5,O=c1[nH]c(=Nc2ccccc2)cc2n1CCc1ccccc1-2,1,0,
SR-ATAD5,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)c2[nH]c(C=Cc3ccccc3)nc2[nH]1,1,0,
SR-ATAD5,O=c1[nH]c(=O)c2[nH]c(Cc3ccccc3)nc2[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)c2c(ncn2CC2OCCO2)[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)c2c(ncn2CCNCCc2ccccc2)[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)c2ccccc2o1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)n(-c2ccc(Oc3ccccc3)cc2)c(=O)[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c(=O)n(Cc2ccco2)c2nc[nH]c12,1,0,0.0
SR-ATAD5,O=c1[nH]c(CC2CCCCC2)no1,1,0,0.0
SR-ATAD5,O=c1[nH]c2c(sc3ncc(-c4ccccc4)nc32)c(=O)n1CCCCN1CC2COc3ccccc3C2C1,1,0,
SR-ATAD5,O=c1[nH]c2ccc(N3CCOCC3)cc2[nH]c1=O,1,0,0.0
SR-ATAD5,O=c1[nH]c2ccc([SH+]CCN3CCC(Cc4ccccc4)CC3)cc2o1,1,0,0.0
SR-ATAD5,O=c1[nH]c2cccc(-n3cnnc3-c3ccc[nH+]c3)c2[nH]c1=O,1,0,0.0
SR-ATAD5,O=c1[nH]c2ccccc2[nH]1,1,0,0.0
SR-ATAD5,O=c1[nH]c2ccccc2c(=O)n1Cc1ccccc1,1,0,0.0
SR-ATAD5,O=c1[nH]c2ccccc2c(=O)o1,1,0,0.0
SR-ATAD5,O=c1[nH]c2ccccc2n1C1CCN(CC2OCc3ccccc3-n3cccc32)CC1,1,0,
SR-ATAD5,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1,1,0,
SR-ATAD5,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1,0,
SR-ATAD5,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,0,
SR-ATAD5,O=c1[nH]c2ccccc2nc1Cc1ccccc1,1,0,0.0
SR-ATAD5,O=c1[nH]c2ccccc2s1,1,0,0.0
SR-ATAD5,O=c1[nH]c2ncccc2o1,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2c1[nH]c(=O)n2C1CCCO1,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2c1ncn2C1CCCO1,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2ccc(CNc3cccs3)cc12,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2cccc(Sc3ccncc3)c12,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2ccccc12,1,0,0.0
SR-ATAD5,O=c1[nH]cnc2nc[nH]c12,1,0,
SR-ATAD5,O=c1[nH]cnnc1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1[nH]nc2c3cc(-c4ccccc4)c(-c4ccc(C5CCC5)cc4)nc3ccn12,1,0,0.0
SR-ATAD5,O=c1[nH]ncc2ccccc12,1,0,0.0
SR-ATAD5,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1,1,0,0.0
SR-ATAD5,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)O4)cc3)CC2)cc1,1,0,0.0
SR-ATAD5,O=c1[nH]ncs1,1,0,0.0
SR-ATAD5,O=c1[nH]nnc2cncn12,1,0,0.0
SR-ATAD5,O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1,1,0,0.0
SR-ATAD5,O=c1[nH]oc2c1CCNC2,1,0,0.0
SR-ATAD5,O=c1c(-c2ccccc2)c1-c1ccccc1,1,0,
SR-ATAD5,O=c1c(-c2ccccc2)c[nH]cc1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1c(-c2nnn[nH]2)cnc2ccccn12,1,0,0.0
SR-ATAD5,O=c1c(CCN2CCC(=C(c3ccccc3)c3ccccc3)CC2)cnc2sccn12,1,0,0.0
SR-ATAD5,O=c1c(N=Nc2ccccc2)c[nH]n1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1c2ccccc2[nH]c2ccccc12,1,0,0.0
SR-ATAD5,O=c1c2ccccc2[se]n1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,1,0,0.0
SR-ATAD5,O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1,1,0,0.0
SR-ATAD5,O=c1c2ccccc2cnn1Cc1ccccc1,1,0,0.0
SR-ATAD5,O=c1c2ccccc2oc2ccccc12,1,0,0.0
SR-ATAD5,O=c1c2ccccc2oc2ncccc12,1,1,1.0
SR-ATAD5,O=c1c2sccsc=2c(=O)c2ccccc12,1,0,0.0
SR-ATAD5,O=c1cc(-c2ccccc2)[nH]cn1,1,0,0.0
SR-ATAD5,O=c1cc(-c2ccccc2)oc2c(C3CCNCC3)cccc12,1,0,0.0
SR-ATAD5,O=c1cc(-c2ccccc2)oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc12,1,0,0.0
SR-ATAD5,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,1,1,1.0
SR-ATAD5,O=c1cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccccc2[nH]1,1,0,0.0
SR-ATAD5,O=c1cc(CNCCc2ccccc2)[nH]n1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1cc(N2CCOCC2)cn[nH]1,1,0,
SR-ATAD5,O=c1cc(NCC=CCOc2cc(CN3CCCCC3)ccn2)c1=O,1,0,0.0
SR-ATAD5,O=c1cc(NCCCN2CCN(c3ccccc3)CC2)[nH]c(=O)[nH]1,1,0,0.0
SR-ATAD5,O=c1cc(NCCNCCCc2ccccc2)[nH]c(=O)[nH]1,1,0,0.0
SR-ATAD5,O=c1cc(Oc2ccccc2)c2cncnc2[nH]1,1,0,0.0
SR-ATAD5,O=c1cc(SCc2ccccc2)cn[nH]1,1,0,0.0
SR-ATAD5,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,1,0,
SR-ATAD5,O=c1cc2oc3ccccc3nc-2c2cccnc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c(=O)n1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2cc(OCc3ccccc3)ccc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2cc3c(cc12)OCO3,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2cc3occc(=O)c3cc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2ccccc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2nc(N3CCCC3)ncc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2nc(N3CCNCC3)ccc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2nc(N3CCNCC3)ncc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]c2ncccc12,1,0,0.0
SR-ATAD5,O=c1cc[nH]cc1,1,0,0.0
SR-ATAD5,O=c1ccc(-c2ccc3nccn3c2)c[nH]1,1,0,0.0
SR-ATAD5,O=c1ccc(-c2ccccc2)n[nH]1,1,1,1.0
SR-ATAD5,O=c1ccc(=O)[nH][nH]1,1,0,0.0
SR-ATAD5,O=c1ccc(C2CC3OC34C2CCC2C3CCCCC3CCC24)co1,1,0,
SR-ATAD5,O=c1ccc(C2CCC3C2CCC2C4CCC(OC5CCCCO5)C=C4CCC23)co1,1,0,
SR-ATAD5,O=c1ccc1=O,1,0,0.0
SR-ATAD5,O=c1ccc2cc(OC3CCCCO3)ccc2o1,1,0,0.0
SR-ATAD5,O=c1ccc2cc(OCCCNCc3ccccc3)ccc2[nH]1,1,0,0.0
SR-ATAD5,O=c1ccc2ccc(OC3CCCCS3)cc2o1,1,0,
SR-ATAD5,O=c1ccc2ccccc2[nH]1,1,0,0.0
SR-ATAD5,O=c1cccc(C2CCCCC2)[nH]1,1,0,
SR-ATAD5,O=c1cccc(C=Cc2ccccc2)o1,1,1,1.0
SR-ATAD5,O=c1cccc2c(c1)CCCc1cc(OC3CCCCO3)ccc1-2,1,0,0.0
SR-ATAD5,O=c1cccc[nH]1,1,0,
SR-ATAD5,O=c1cccccc1,1,0,0.0
SR-ATAD5,O=c1ccccn1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1cccco1,1,0,0.0
SR-ATAD5,O=c1ccn(-c2ccccc2)c2ccc(Nc3ccccc3)cc12,1,0,0.0
SR-ATAD5,O=c1ccn(-c2ccccc2)c2nc(N3CCCC3)ccc12,1,0,0.0
SR-ATAD5,O=c1ccn(C2C=CCO2)c(=O)[nH]1,1,0,0.0
SR-ATAD5,O=c1ccn(C2CC2)c2cc(-c3ccc4c(c3)CNC4)ccc12,1,0,
SR-ATAD5,O=c1ccn(C2CC2)c2cc(N3CC4CC3CN4)ccc12,1,0,0.0
SR-ATAD5,O=c1ccn(C2CC2)c2cc(N3CC4CCCNC4C3)ccc12,1,0,0.0
SR-ATAD5,O=c1ccn(C2CC2)c2cc(N3CCC4(CC4)C3)ccc12,1,0,0.0
SR-ATAD5,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,1,0,0.0
SR-ATAD5,O=c1ccn(C2CC2)c2ccccc12,1,0,
SR-ATAD5,O=c1ccn2c3c(c(C4CC4)ccc13)OCC2,1,0,0.0
SR-ATAD5,O=c1ccn2c3c(c(N4CCCCC4)ccc13)CCC2,1,0,0.0
SR-ATAD5,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,1,0,0.0
SR-ATAD5,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCN2,1,0,0.0
SR-ATAD5,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,1,0,0.0
SR-ATAD5,O=c1ccnc(NC2CCN(c3nc4ccccc4n3Cc3ccccc3)CC2)[nH]1,1,0,0.0
SR-ATAD5,O=c1cco[nH]1,1,0,0.0
SR-ATAD5,O=c1ccoc2cc3occc3cc12,1,0,0.0
SR-ATAD5,O=c1ccoc2ccc(Oc3ccccc3)cc12,1,0,0.0
SR-ATAD5,O=c1ccss1,1,0,0.0
SR-ATAD5,O=c1cn[nH]c(=S)[nH]1,1,0,0.0
SR-ATAD5,O=c1cn[nH]c2cc3c(cc12)OCO3,1,0,0.0
SR-ATAD5,O=c1cnn(-c2ccc(Cc3ccccc3)cc2)c(=O)[nH]1,1,0,
SR-ATAD5,O=c1cnn(C2CCCO2)c(=O)[nH]1,1,0,
SR-ATAD5,O=c1cnnc[nH]1,1,0,0.0
SR-ATAD5,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,1,1,1.0
SR-ATAD5,O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12,1,0,0.0
SR-ATAD5,O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1,1,0,0.0
SR-ATAD5,O=c1n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,1,0,0.0
SR-ATAD5,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,1,0,0.0
SR-ATAD5,O=c1nc(NS(=O)(=O)c2ccccc2)cc[nH]1,1,0,
SR-ATAD5,O=c1nc[nH]c(=O)n1C1CCCCC1,1,0,0.0
SR-ATAD5,O=c1nc[nH]c2[nH]cc(CCc3ccccc3)c12,1,0,0.0
SR-ATAD5,O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2,1,0,0.0
SR-ATAD5,O=c1nc[nH]c2ncc(CNc3ccccc3)nc12,1,0,0.0
SR-ATAD5,O=c1ncccn1C1COCO1,1,0,0.0
SR-ATAD5,O=c1nccnn1C1CCCO1,1,0,0.0
SR-ATAD5,O=c1nn[nH]c2ccccc12,1,0,0.0
SR-ATAD5,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1,0,0.0
SR-ATAD5,O=c1oc2cccc3c(=O)oc4cccc1c4c23,1,0,0.0
SR-ATAD5,O=c1oc2ccccc2c2oc3ccccc3c12,1,1,1.0
SR-ATAD5,O=c1oc2ccccc2cc1C(CCc1ccc(-c2ccccc2)cc1)c1ccccc1,1,0,0.0
SR-ATAD5,O=c1oc2ccccc2cc1C1CCCc2ccccc21,1,0,0.0
SR-ATAD5,O=c1oc2ccccc2s1,1,0,0.0
SR-ATAD5,O=c1occ(CN2CCN(c3ccc4c(=O)cc5n(c4c3)CS5)CC2)o1,1,0,0.0
SR-ATAD5,O=c1ocnc2ccccc12,1,0,0.0
SR-ATAD5,O=c1ocnn1-c1ccccc1,1,0,0.0
SR-ATAD5,O=c1sc(=Nc2ccccc2)n2n1CCCC2,1,0,0.0
SR-ATAD5,O=c1sc2ccccc2cc1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,1,0,
SR-ATAD5,S=C(NC1CCCCC1)NC1CCCCC1,1,0,0.0
SR-ATAD5,S=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCC2C1,1,0,
SR-ATAD5,S=C(Nc1ccccc1)Oc1ccc2c(c1)CCC2,1,0,0.0
SR-ATAD5,S=C(Nc1ccccc1)Oc1ccc2ccccc2c1,1,0,0.0
SR-ATAD5,S=C(Nc1ccccn1)Oc1ccc2c(c1)CCCC2,1,0,0.0
SR-ATAD5,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,1,1,1.0
SR-ATAD5,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,1,1,1.0
SR-ATAD5,S=C1CN=C(c2ccccc2)c2ccccc2N1,1,0,
SR-ATAD5,S=C1NC(c2ccccc2)N2C(=S)NC(c3ccccc3)N12,1,0,0.0
SR-ATAD5,S=C1NC=NC2N=CNC12,1,0,0.0
SR-ATAD5,S=C1NCCN1,1,0,0.0
SR-ATAD5,S=C1NCNCS1,1,0,0.0
SR-ATAD5,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,1,0,0.0
SR-ATAD5,S=P(N1CC1)(N1CC1)N1CC1,1,0,0.0
SR-ATAD5,S=c1[nH]c2ccccc2[nH]1,1,0,0.0
SR-ATAD5,S=c1[nH]cnc2[nH]cnc12,1,0,0.0
SR-ATAD5,S=c1[nH]cnc2nc[nH]c12,1,0,0.0
SR-ATAD5,S=c1cc(-c2ccccc2)ss1,1,0,0.0
SR-ATAD5,S=c1cccc[nH]1,1,1,1.0
SR-ATAD5,S=c1cccc[nH]1.S=c1cccc[nH]1,1,1,1.0
SR-ATAD5,S=c1nc[nH][nH]1,1,0,0.0
SR-ATAD5,S=c1nccc[nH]1,1,0,0.0
SR-ATAD5,S=c1scc(-c2ccccc2)n1N=Cc1ccccc1,1,0,0.0
SR-ATAD5,[C-]1=CCC=C1.c1cc[cH-]c1,1,0,0.0
SR-ATAD5,[N+]=C1C=Cc2ccccc2C1=O,1,0,
