molecule_id,standardized_smiles,inchikey,scaffold,scaffold_split,random_split
HUWRENURMKBUNZ-UHFFFAOYSA-N,COc1ccc2nccc(NC(=O)C3(O)CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,HUWRENURMKBUNZ-UHFFFAOYSA-N,O=C(Nc1ccnc2ccccc12)C1CCC(NCc2cc3c(cn2)OCCO3)CC1,train,train
SIEQNGMENABBKP-NZFBJFDYSA-O,CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1,SIEQNGMENABBKP-NZFBJFDYSA-O,O=C(Nc1ccccc1)NC(Cc1ccccc1)C(=O)NC1CCC[NH+](Cc2ccccc2)C1,train,test
SFQJTSXHVUPLIV-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,SFQJTSXHVUPLIV-UHFFFAOYSA-N,c1cc(-c2cnc[nH]2)nc(Nc2ccc(N3CCNCC3)cc2)n1,train,train
IZESNAMYASFBLR-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2ccc(-c3ccccc3CN3CCCCC3)cc2F)n(-c2cc3ccccc3cc2F)n1,IZESNAMYASFBLR-UHFFFAOYSA-N,O=C(Nc1ccc(-c2ccccc2CN2CCCCC2)cc1)c1ccnn1-c1ccc2ccccc2c1,test,train
POWPLCVUTNYQQH-UHFFFAOYSA-N,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1,POWPLCVUTNYQQH-UHFFFAOYSA-N,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1,test,train
ZDIGNSYAACHWNL-UHFFFAOYSA-N,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,ZDIGNSYAACHWNL-UHFFFAOYSA-N,c1ccc(Cc2ccccn2)cc1,train,train
DTRJTUIGSVEZJX-QHCPKHFHSA-N,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(=O)n(C4CCCC4)n2)C3=O)ccc2c1COC2=O,DTRJTUIGSVEZJX-QHCPKHFHSA-N,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3ccc(=O)n(C5CCCC5)n3)C4=O)ccc21,train,train
SSEQSOKGNDFROE-UHFFFAOYSA-N,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](CC)CC)c(I)c1,SSEQSOKGNDFROE-UHFFFAOYSA-N,O=C(c1ccccc1)c1coc2ccccc12,train,train
LEZWWPYKPKIXLL-UHFFFAOYSA-N,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,train,validation
IHDSWPOLCNCESB-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,IHDSWPOLCNCESB-UHFFFAOYSA-N,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,validation,train
XIUWSSYSWOESDN-UHFFFAOYSA-N,O=C(O)CN1CCC2(CC1)CCN(c1ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cn1)CC2,XIUWSSYSWOESDN-UHFFFAOYSA-N,c1ccc2[nH]c(-c3ccc(N4CCC5(CCNCC5)CC4)nc3)nc2c1,train,validation
CXFTXUPYIHPUAT-JOCHJYFZSA-N,Cc1cn(-c2ccc(-c3cn([C@@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)cc2OCC(F)(F)F)cn1,CXFTXUPYIHPUAT-JOCHJYFZSA-N,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,train,test
VDRXSIDOMRGQAT-MNOVXSKESA-N,CC1CCN(c2c(F)c(N)c3c4c2OC[C@@H](C)[C@@H]4C=C(C(=O)O)C3=O)CC1,VDRXSIDOMRGQAT-MNOVXSKESA-N,O=C1C=CC2CCOc3c(N4CCCCC4)ccc1c32,train,train
HIRZFMOIKMLUHF-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,HIRZFMOIKMLUHF-UHFFFAOYSA-N,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,validation,train
BZFJGKHIEZMTSV-SYRFRKFLSA-N,C[C@@H]1CN(C(=O)[C@H]2CN(C(C)(C)C)C[C@@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccn1,BZFJGKHIEZMTSV-SYRFRKFLSA-N,O=C(C1CNCC1c1ccccc1)N1CCC(c2ccccn2)CC1,train,validation
FZNHPZXTDPDSMO-MHZLTWQESA-N,N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(C#CCCCC(=O)N3CCOCC3)c2c(=O)n1-c1ccccc1,FZNHPZXTDPDSMO-MHZLTWQESA-N,O=C(CCCC#Cc1cccc2nc(C3CCCN3c3ccncn3)n(-c3ccccc3)c(=O)c12)N1CCOCC1,train,train
MCEPAFGIBULHLP-XMMPIXPASA-N,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,MCEPAFGIBULHLP-XMMPIXPASA-N,O=C(CNC(=O)c1ccccc1)NC1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,train,train
MSHUXGYAAIRFBT-FJSCPDHXSA-N,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1/N=c1\sc(C(=O)Nc2ccccc2)nn1-c1ccccc1,MSHUXGYAAIRFBT-FJSCPDHXSA-N,O=C(Nc1ccccc1)c1nn(-c2ccccc2)c(=Nc2cc(-c3ccccc3)cc(-c3ccccc3)n2)s1,train,validation
RBQJVPQXONDMAS-IGCXYCKISA-N,C[C@@H]1CC[C@H](Nc2ncc(C(N)=O)c3sc(-c4ccccc4)cc23)[C@H](C)N1,RBQJVPQXONDMAS-IGCXYCKISA-N,c1ccc(-c2cc3c(NC4CCCNC4)nccc3s2)cc1,train,validation
UCFPGZPJOPBWCJ-UHFFFAOYSA-N,O=C1COc2ccc(CNC34CCC(CC5(O)Cn6c(=O)c(Cl)cc7ncc(F)c5c76)(CC3)OC4)nc2N1,UCFPGZPJOPBWCJ-UHFFFAOYSA-N,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1,train,validation
HXQUUYKDCWCSTP-UHFFFAOYSA-N,CCOC(=O)c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,HXQUUYKDCWCSTP-UHFFFAOYSA-N,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,train,test
VJJSHVKIAZAPRG-UHFFFAOYSA-N,O=C1CN(CCc2ccc(F)cc2)CCN1C1CCc2cc(CN3CCOCC3)ccc2C1,VJJSHVKIAZAPRG-UHFFFAOYSA-N,O=C1CN(CCc2ccccc2)CCN1C1CCc2cc(CN3CCOCC3)ccc2C1,test,test
ZPLLBOLUKODNHA-UHFFFAOYSA-N,CCCCCCCN1CCC(C(=O)c2ccccc2)CC1,ZPLLBOLUKODNHA-UHFFFAOYSA-N,O=C(c1ccccc1)C1CCNCC1,train,validation
VTYNAGSOHIRPRR-JOCHJYFZSA-N,Cc1nc2ccccc2n1-c1ccc(C(=O)N(C)[C@@H]2CCN(C3CCCC3)C2)cc1,VTYNAGSOHIRPRR-JOCHJYFZSA-N,O=C(NC1CCN(C2CCCC2)C1)c1ccc(-n2cnc3ccccc32)cc1,test,train
FJPDUNSHNPHJFS-UHFFFAOYSA-N,COc1nccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,FJPDUNSHNPHJFS-UHFFFAOYSA-N,O=c1[nH]c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2cnccc12,train,train
UMVIPSLAOJCGEP-RBBKRZOGSA-N,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CC2CCN(C(=O)NC(C)C)CC2)C[C@H]1OC,UMVIPSLAOJCGEP-RBBKRZOGSA-N,O=C(NC1CCN(CC2CCNCC2)CC1)c1ccccc1,train,validation
AOWSHKSCOCMIOV-UHFFFAOYSA-N,CC1CN(CCc2ccc([N+](=O)[O-])cc2)CCN1CCc1ccc([N+](=O)[O-])cc1,AOWSHKSCOCMIOV-UHFFFAOYSA-N,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,train,train
KAXGKIRYZIATFP-UHFFFAOYSA-N,CN(C)CCCC(NC(=O)C1(N)CCCN(c2ncnc3[nH]ccc23)C1)c1ccc(Cl)cc1,KAXGKIRYZIATFP-UHFFFAOYSA-N,O=C(NCc1ccccc1)C1CCCN(c2ncnc3[nH]ccc23)C1,train,train
SQTWRPBDKFGKKA-UHFFFAOYSA-N,Cc1ccc(-n2c(-c3ncccc3Cl)nc(CNC3CCC(F)C3)c2C)cn1,SQTWRPBDKFGKKA-UHFFFAOYSA-N,c1ccc(-c2nc(CNC3CCCC3)cn2-c2cccnc2)nc1,validation,validation
WEHIWGFNWMIJHV-UHFFFAOYSA-N,COc1ccc(OC)c(Cc2nc3ccccc3n2CC(=O)Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1,WEHIWGFNWMIJHV-UHFFFAOYSA-N,O=C(Cn1c(Cc2ccccc2)nc2ccccc21)Nc1ccccc1,validation,validation
OCUZPPWOGZGESC-UHFFFAOYSA-N,CCOC1CCC(N2CC(NC(=O)CNc3nn(C)c4ccc(C(F)(F)F)cc34)C2)CC1,OCUZPPWOGZGESC-UHFFFAOYSA-N,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,train,train
BMQGIPHCTZAMMW-YHTXFFTCSA-N,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,BMQGIPHCTZAMMW-YHTXFFTCSA-N,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,train,train
JITBHWXQCWARKL-UHFFFAOYSA-N,CCOC(=O)COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,JITBHWXQCWARKL-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1,test,validation
ZJFWVNHALIHVNI-UHFFFAOYSA-N,N#Cc1nc(CCCNCC(F)(F)F)cc(-c2cccc(C(F)(F)F)c2)n1,ZJFWVNHALIHVNI-UHFFFAOYSA-N,c1ccc(-c2ccncn2)cc1,validation,train
BDWIERPKPUERGR-UHFFFAOYSA-N,NS(=O)(=O)NCCC1CCN(c2ncnc3ccc(Cl)cc23)CC1,BDWIERPKPUERGR-UHFFFAOYSA-N,c1ccc2c(N3CCCCC3)ncnc2c1,test,test
UQEIOFWHDBIASJ-UHFFFAOYSA-N,CNCCC(c1ccccc1)c1cccc2[nH]ccc12,UQEIOFWHDBIASJ-UHFFFAOYSA-N,c1ccc(Cc2cccc3[nH]ccc23)cc1,train,train
IVJZHSAWAMPKFD-BZNIZROVSA-N,COc1c(N2CC[C@@H]([C@@H](N)CC#N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,IVJZHSAWAMPKFD-BZNIZROVSA-N,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,train,train
MWUSGACKQRXZRZ-UHFFFAOYSA-N,CC(=O)N1CC2CN(Cc3ccc(Oc4nc5ncccc5s4)cc3)CC2C1,MWUSGACKQRXZRZ-UHFFFAOYSA-N,c1cnc2nc(Oc3ccc(CN4CC5CNCC5C4)cc3)sc2c1,train,train
UMQLASXGJFGXFL-IYARVYRRSA-N,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2cccc(F)c2)CC1,UMQLASXGJFGXFL-IYARVYRRSA-N,O=C(OCC1CCCCC1)N(c1ccccc1)c1ccccc1,train,test
XYESQXUVTLGLPS-CRICUBBOSA-N,C[C@H]([C@@H](O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc3c(c2)COCC3)CC1,XYESQXUVTLGLPS-CRICUBBOSA-N,O=C1CCc2cc(CCN3CCC(c4ccc5c(c4)COCC5)CC3)ccc2N1,train,validation
NHGUKFQZOSMDEJ-RNCFNFMXSA-N,N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F,NHGUKFQZOSMDEJ-RNCFNFMXSA-N,c1ccc(C2CCn3c(nc4ncccc43)C2)cc1,validation,train
WSSRAGJKXMFYQO-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccc(F)cc2F)nc1,WSSRAGJKXMFYQO-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccccc2)nc1,train,train
LCVAXBGAPPQTSM-AREMUKBSSA-N,CC(C)(C)c1cc(C(=O)NC[C@H]2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,LCVAXBGAPPQTSM-AREMUKBSSA-N,O=C(NCC1CCN(C(=O)CCCCC(c2ccccc2)c2ccccc2)C1)c1ccccc1,train,train
RAACSHYFBZCXSM-LDMUXNMWSA-N,N[C@@H]1CO[C@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,RAACSHYFBZCXSM-LDMUXNMWSA-N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6ccc(OCC7CCO7)nc56)(CC3)OC4)nc2N1,train,train
BXRUVICIPTZRAL-UHFFFAOYSA-N,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,BXRUVICIPTZRAL-UHFFFAOYSA-N,O=c1cnc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,validation,test
LWYHAUSQQMAJRN-UHFFFAOYSA-N,CC1(C)CCc2cc(S(=O)(=O)N(CC(=O)O)C3(c4cccc(-c5cc(Cl)cc(Cl)c5)c4)CCC3)ccc2O1,LWYHAUSQQMAJRN-UHFFFAOYSA-N,O=S(=O)(NC1(c2cccc(-c3ccccc3)c2)CCC1)c1ccc2c(c1)CCCO2,validation,train
GRUHJMZPKAVTMD-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(CCN(CCF)CCOc2ccc([N+](=O)[O-])cc2)cc1,GRUHJMZPKAVTMD-UHFFFAOYSA-N,c1ccc(CCNCCOc2ccccc2)cc1,train,train
RWXTYWYNQMAVCA-YPVJZLTNSA-N,Cc1cc(F)ccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1O,RWXTYWYNQMAVCA-YPVJZLTNSA-N,c1ccc(C2CCN(CC3CCc4cccnc4CC3)CC2)cc1,train,train
LLYGWWMPKYKZGL-UHFFFAOYSA-N,Cc1cc2nc(CC3CCCNC3)n(Cc3ccc(Cl)cc3)c2cc1C,LLYGWWMPKYKZGL-UHFFFAOYSA-N,c1ccc(Cn2c(CC3CCCNC3)nc3ccccc32)cc1,train,train
DNRRPNHABAPADP-UHFFFAOYSA-N,Cn1cnc(C(=O)N(Cc2cccc(Cl)c2)C2CCC(N)CC2)c1,DNRRPNHABAPADP-UHFFFAOYSA-N,O=C(c1c[nH]cn1)N(Cc1ccccc1)C1CCCCC1,train,train
LVPHHNAIQIAGFF-USOMCTOXSA-N,C[C@@H](N[C@@H]1CC[C@@H](C(=O)N2CCC(C(=O)N3CCCC3)(c3ccccc3)CC2)C(C)(C)C1)c1ccc(Cl)cc1,LVPHHNAIQIAGFF-USOMCTOXSA-N,O=C(C1CCC(NCc2ccccc2)CC1)N1CCC(C(=O)N2CCCC2)(c2ccccc2)CC1,validation,train
QFCVUWKZOXEBAQ-UHFFFAOYSA-N,Cc1cccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc12,QFCVUWKZOXEBAQ-UHFFFAOYSA-N,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,validation,train
ULKSZHJUNHCCEV-UHFFFAOYSA-N,O=C(C=Cc1ccc2c(c1)CN(S(=O)(=O)c1cccnc1)C2)NO,ULKSZHJUNHCCEV-UHFFFAOYSA-N,O=S(=O)(c1cccnc1)N1Cc2ccccc2C1,test,train
VAKGFJFMMQQEIE-UHFFFAOYSA-N,CC(C)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3ccncn3)CC2)C1,VAKGFJFMMQQEIE-UHFFFAOYSA-N,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccncn3)CC2)C1,train,train
UEZIYLVGDRBFHQ-UHFFFAOYSA-N,CCOC(=O)C(CC12CCC(NCc3ccc4c(n3)NC(=O)CO4)(CC1)CO2)c1c(F)cnc2ccc(OC)nc12,UEZIYLVGDRBFHQ-UHFFFAOYSA-N,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,validation,validation
PWQQSPQAPCATHL-SSEXGKCCSA-N,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccccn3)CC2)cc1,PWQQSPQAPCATHL-SSEXGKCCSA-N,O=C(Nc1cccc(C(c2ccccc2)N2CCN(Cc3ccccn3)CC2)c1)C1CC1,train,train
RTEBTDAJVQZWBC-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(C(=O)NCC2CCOCC2)n1,RTEBTDAJVQZWBC-UHFFFAOYSA-N,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1cccc2ccccc12,train,validation
KSFOCAXBJQEHMM-RHLRFKRQSA-N,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C4CC(c5c(F)cccc5F)C4)C[C@@H]3C(=O)O)c2c1,KSFOCAXBJQEHMM-RHLRFKRQSA-N,c1ccc(C2CC(N3CCC(CCCc4ccnc5ccccc45)CC3)C2)cc1,test,train
DAGZBPRGFBEYDJ-UHFFFAOYSA-N,NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n(C3CCCNC3)c2n1,DAGZBPRGFBEYDJ-UHFFFAOYSA-N,c1cnc2c(c1)cc(C1CC1)n2C1CCCNC1,train,train
JQKSFYBCJSWDGS-UHFFFAOYSA-N,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,JQKSFYBCJSWDGS-UHFFFAOYSA-N,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O,train,train
DTAPURRKADLRKH-ZSXPUABSSA-N,O=c1n(C[C@@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1,DTAPURRKADLRKH-ZSXPUABSSA-N,O=c1[nH]c2ccccc2n1C1CCN(CC2C3CCC(C3)C23CC3)CC1,train,train
BZFUYHDDVGBTOS-UHFFFAOYSA-N,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCC(=O)N5)CC3)cccc2n1,BZFUYHDDVGBTOS-UHFFFAOYSA-N,O=C1CCc2c(CCN3CCN(c4cccc5ncccc45)CC3)cccc2N1,train,validation
CTIRHWCPXYGDGF-UHFFFAOYSA-N,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,CTIRHWCPXYGDGF-UHFFFAOYSA-N,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,train,train
SNPPWIUOZRMYNY-SECBINFHSA-N,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-SECBINFHSA-N,c1ccccc1,train,validation
YNXMRPPJUWZMOJ-MDZDMXLPSA-N,O=S(=O)(c1ccc(/C=C/c2ccccc2O)nc1)c1ccccc1F,YNXMRPPJUWZMOJ-MDZDMXLPSA-N,O=S(=O)(c1ccccc1)c1ccc(C=Cc2ccccc2)nc1,train,test
WUNPQUANLDUHHI-IBGZPJMESA-N,C[C@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3)CC2=O)cc1,WUNPQUANLDUHHI-IBGZPJMESA-N,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1,train,train
HTPCWPVYNDSILH-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(F)c2)cc1,HTPCWPVYNDSILH-UHFFFAOYSA-N,c1ccc(CCNCCCOc2ccccc2)cc1,train,train
PAACWBZGPIQJEP-UHFFFAOYSA-N,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1,PAACWBZGPIQJEP-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1,train,train
WYBCWMVEOVQOEU-ZKSLLMIYSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3cc(F)ccc3F)(CC1)CO2,WYBCWMVEOVQOEU-ZKSLLMIYSA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,validation,test
KCWQOCLBLVNNLJ-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12,KCWQOCLBLVNNLJ-UHFFFAOYSA-N,O=C(NC1(c2ccccn2)CC1)c1cccc(-c2ccc3oc(-c4ccccc4)cc3c2)c1,train,train
XLFRQLJIJDYJDU-UHFFFAOYSA-N,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNc5ccccc5)c4)n[nH]c2-3)CC1,XLFRQLJIJDYJDU-UHFFFAOYSA-N,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCNCC4)ccc2-3)cs1)CNc1ccccc1,test,train
DRKUAUJUSZGTGW-XJFCNFDWSA-N,Cc1ccc2c(-c3nnc(SCCCN4C[C@H]5C[C@@]5(c5ccc(C(C)(C)C)cc5)C4)n3C)cccc2n1,DRKUAUJUSZGTGW-XJFCNFDWSA-N,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,train,train
PZKWAHCUWGHBLH-MRXNPFEDSA-N,Cc1nn(C2CCN(C(=O)[C@@H](C)O)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,PZKWAHCUWGHBLH-MRXNPFEDSA-N,c1ccn2ncc(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)c2c1,train,validation
SZDPJIDXSCBQEQ-UHFFFAOYSA-N,CC(C)(C)c1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1O,SZDPJIDXSCBQEQ-UHFFFAOYSA-N,c1ccc(CN2CCC(CNCCCCCC(c3ccccc3)c3ccccc3)C2)cc1,train,test
NRTIHHVWKLDASP-UHFFFAOYSA-N,COCc1cnn(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,NRTIHHVWKLDASP-UHFFFAOYSA-N,C1=NC2(CO1)c1cc(-n3cccn3)ccc1OC1(CCC1)C21COC1,test,validation
KHPZRFSKOJGJEJ-HONXOSMGSA-N,CC1(C)CC[C@]23CC[C@@]4(C)[C@]5(C)CC[C@H]6C(C)(C)C(=O)C(C#N)=C[C@@]6(C)C5=CC(=O)[C@@]4([C@H]2C1)N(C1CCCCC1)C3=O,KHPZRFSKOJGJEJ-HONXOSMGSA-N,O=C1C=CC2C3=CC(=O)C45C(CCC6(CCCCC64)C(=O)N5C4CCCCC4)C3CCC2C1,test,train
ZJCWMJGOWBGMOH-CQSZACIVSA-N,COc1cccc2c1nc(N)n1nc(CN3CCN(c4cccc(F)c4)C[C@H]3C)nc21,ZJCWMJGOWBGMOH-CQSZACIVSA-N,c1ccc(N2CCN(Cc3nc4c5ccccc5ncn4n3)CC2)cc1,train,validation
PDKKUZJALFQAFX-IRXDYDNUSA-N,COC(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,PDKKUZJALFQAFX-IRXDYDNUSA-N,O=C(Nc1ccc(-n2ccccc2=O)cc1)C1CNCC1C(=O)Nc1ccccn1,train,train
LSNMCGAJTRFBRL-UHFFFAOYSA-N,O=C(CNc1ccnc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(O)(c3cncs3)CC2)C1,LSNMCGAJTRFBRL-UHFFFAOYSA-N,O=C(CNc1ccnc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,train,train
JHHMLOGRXQPDON-UHFFFAOYSA-N,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC(OC)C5)cc4)C3)o2)cc1,JHHMLOGRXQPDON-UHFFFAOYSA-N,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CCC3)cc2)C1,train,validation
BSRXZCMRRHEYBS-UHFFFAOYSA-N,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1,BSRXZCMRRHEYBS-UHFFFAOYSA-N,O=C(NC1CC1)c1ncn2c1COc1c(CCN3CCN(c4cccc5ncccc45)CC3)cccc1-2,train,train
IBQGQTKTKQIZKP-UHFFFAOYSA-N,CNCc1cc(F)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,IBQGQTKTKQIZKP-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1,validation,train
BNDYWUDBYSQRPQ-UHFFFAOYSA-N,CC(C)Cc1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,BNDYWUDBYSQRPQ-UHFFFAOYSA-N,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1,train,train
CPDHNZLJVFYMPT-UHFFFAOYSA-N,NC1Cn2c(nc3cc(C(F)(F)F)ccc32)CC1c1cc(F)c(F)cc1F,CPDHNZLJVFYMPT-UHFFFAOYSA-N,c1ccc(C2CCn3c(nc4ccccc43)C2)cc1,train,test
LPNMMJSQRBCMKX-UHFFFAOYSA-N,CN(C)CCC1CCN(c2cc(C(=O)NCC3CCC(CNC(=O)OC(C)(C)C)CC3)c3ccccc3n2)CC1,LPNMMJSQRBCMKX-UHFFFAOYSA-N,O=C(NCC1CCCCC1)c1cc(N2CCCCC2)nc2ccccc12,train,validation
JGPLBVWXJOJNGO-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,JGPLBVWXJOJNGO-UHFFFAOYSA-N,O=C(c1ccccc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,train,train
ZAZVLBZIEZHJFV-BEFAXECRSA-N,Cc1ccc(F)cc1CO[C@H]1CCc2ccc(N3CCNC[C@H]3C)nc21,ZAZVLBZIEZHJFV-BEFAXECRSA-N,c1ccc(COC2CCc3ccc(N4CCNCC4)nc32)cc1,test,train
